timestamp,user_id,network_type,throughput_mbps,latency_ms
2024-04-27 00:00:01,1,5G,523.45,15
2024-04-27 00:00:02,2,5G,432.12,12
2024-04-27 00:00:03,3,5G,789.34,23
2024-04-27 00:00:04,4,5G,654.87,19
2024-04-27 00:00:05,5,5G,320.56,18
2024-04-27 00:00:06,6,5G,210.45,14
2024-04-27 00:00:07,7,5G,958.14,30
2024-04-27 00:00:08,8,5G,412.67,25
2024-04-27 00:00:09,9,5G,250.89,22
2024-04-27 00:00:10,10,5G,675.34,20
2024-04-27 00:00:11,11,5G,783.23,16
2024-04-27 00:00:12,12,5G,520.78,28
2024-04-27 00:00:13,13,5G,340.45,27
2024-04-27 00:00:14,14,5G,890.12,35
2024-04-27 00:00:15,15,5G,460.56,21
2024-04-27 00:00:16,16,5G,300.34,17
2024-04-27 00:00:17,17,5G,710.89,19
2024-04-27 00:00:18,18,5G,625.45,23
2024-04-27 00:00:19,19,5G,435.67,24
2024-04-27 00:00:20,20,5G,590.12,15
2024-04-27 00:00:21,21,5G,310.34,20
2024-04-27 00:00:22,22,5G,900.78,22
2024-04-27 00:00:23,23,5G,480.90,18
2024-04-27 00:00:24,24,5G,720.56,16
2024-04-27 00:00:25,25,5G,600.34,21
2024-04-27 00:00:26,26,5G,510.12,19
2024-04-27 00:00:27,27,5G,690.78,24
2024-04-27 00:00:28,28,5G,430.56,26
2024-04-27 00:00:29,29,5G,540.23,17
2024-04-27 00:00:30,30,5G,800.90,15
2024-04-27 00:00:31,31,5G,470.34,18
2024-04-27 00:00:32,32,5G,350.78,22
2024-04-27 00:00:33,33,5G,610.12,19
2024-04-27 00:00:34,34,5G,725.45,20
2024-04-27 00:00:35,35,5G,420.56,23
2024-04-27 00:00:36,36,5G,530.78,21
2024-04-27 00:00:37,37,5G,760.90,18
2024-04-27 00:00:38,38,5G,480.56,16
2024-04-27 00:00:39,39,5G,615.23,19
2024-04-27 00:00:40,40,5G,550.89,22
2024-04-27 00:00:41,41,5G,400.12,20
2024-04-27 00:00:42,42,5G,680.78,17
2024-04-27 00:00:43,43,5G,720.45,15
2024-04-27 00:00:44,44,5G,500.23,18
2024-04-27 00:00:45,45,5G,690.56,21
2024-04-27 00:00:46,46,5G,460.89,24
2024-04-27 00:00:47,47,5G,310.12,19
2024-04-27 00:00:48,48,5G,580.78,15
2024-04-27 00:00:49,49,5G,640.45,22
2024-04-27 00:00:50,50,5G,720.23,20
2024-04-27 00:00:51,51,5G,560.56,23
2024-04-27 00:00:52,52,5G,490.89,18
2024-04-27 00:00:53,53,5G,430.12,21
2024-04-27 00:00:54,54,5G,670.78,20
2024-04-27 00:00:55,55,5G,710.45,19
2024-04-27 00:00:56,56,5G,520.23,22
2024-04-27 00:00:57,57,5G,400.56,24
2024-04-27 00:00:58,58,5G,580.89,15
2024-04-27 00:00:59,59,5G,650.12,18
2024-04-27 00:01:00,60,5G,770.78,21
2024-04-27 00:01:01,61,5G,460.45,20
2024-04-27 00:01:02,62,5G,340.23,19
2024-04-27 00:01:03,63,5G,590.56,23
2024-04-27 00:01:04,64,5G,610.89,18
2024-04-27 00:01:05,65,5G,720.12,15
2024-04-27 00:01:06,66,5G,530.78,22
2024-04-27 00:01:07,67,5G,440.45,21
2024-04-27 00:01:08,68,5G,650.23,19
2024-04-27 00:01:09,69,5G,770.56,20
2024-04-27 00:01:10,70,5G,480.89,17
2024-04-27 00:01:11,71,5G,590.12,16
2024-04-27 00:01:12,72,5G,710.78,15
2024-04-27 00:01:13,73,5G,520.45,21
2024-04-27 00:01:14,74,5G,430.23,23
2024-04-27 00:01:15,75,5G,600.56,22
2024-04-27 00:01:16,76,5G,640.89,20
2024-04-27 00:01:17,77,5G,750.12,18
2024-04-27 00:01:18,78,5G,460.78,19
2024-04-27 00:01:19,79,5G,350.45,24
2024-04-27 00:01:20,80,5G,580.23,21
2024-04-27 00:01:21,81,5G,610.56,20
2024-04-27 00:01:22,82,5G,700.89,17
2024-04-27 00:01:23,83,5G,520.12,22
2024-04-27 00:01:24,84,5G,430.78,19
2024-04-27 00:01:25,85,5G,600.45,21
2024-04-27 00:01:26,86,5G,640.23,18
2024-04-27 00:01:27,87,5G,730.56,16
2024-04-27 00:01:28,88,5G,460.89,20
2024-04-27 00:01:29,89,5G,370.12,23
2024-04-27 00:01:30,90,5G,590.78,21
2024-04-27 00:01:31,91,5G,610.45,22
2024-04-27 00:01:32,92,5G,720.23,19
2024-04-27 00:01:33,93,5G,530.56,20
2024-04-27 00:01:34,94,5G,420.89,18
2024-04-27 00:01:35,95,5G,650.12,22
2024-04-27 00:01:36,96,5G,700.78,21
2024-04-27 00:01:37,97,5G,520.45,17
2024-04-27 00:01:38,98,5G,430.23,19
2024-04-27 00:01:39,99,5G,600.56,22
2024-04-27 00:01:40,100,5G,640.89,20
2024-04-27 00:01:41,101,5G,730.12,18
2024-04-27 00:01:42,102,5G,460.78,22
2024-04-27 00:01:43,103,5G,370.45,21
2024-04-27 00:01:44,104,5G,590.23,23
2024-04-27 00:01:45,105,5G,610.56,20
2024-04-27 00:01:46,106,5G,720.89,19
2024-04-27 00:01:47,107,5G,530.12,18
2024-04-27 00:01:48,108,5G,420.45,21
2024-04-27 00:01:49,109,5G,650.23,22
2024-04-27 00:01:50,110,5G,700.56,20
2024-04-27 00:01:51,111,5G,520.89,19
2024-04-27 00:01:52,112,5G,430.12,23
2024-04-27 00:01:53,113,5G,600.45,18
2024-04-27 00:01:54,114,5G,640.78,20
2024-04-27 00:01:55,115,5G,730.12,22
2024-04-27 00:01:56,116,5G,460.45,19
2024-04-27 00:01:57,117,5G,370.23,21
2024-04-27 00:01:58,118,5G,590.56,20
2024-04-27 00:01:59,119,5G,610.89,18
2024-04-27 00:02:00,120,5G,720.45,22
2024-04-27 00:02:01,121,5G,530.23,21
2024-04-27 00:02:02,122,5G,420.56,19
2024-04-27 00:02:03,123,5G,650.89,20
2024-04-27 00:02:04,124,5G,700.12,18
2024-04-27 00:02:05,125,5G,520.45,22
2024-04-27 00:02:06,126,5G,430.23,21
2024-04-27 00:02:07,127,5G,600.56,20
2024-04-27 00:02:08,128,5G,640.89,19
2024-04-27 00:02:09,129,5G,730.12,22
2024-04-27 00:02:10,130,5G,460.78,20
2024-04-27 00:02:11,131,5G,370.45,18
2024-04-27 00:02:12,132,5G,590.23,21
2024-04-27 00:02:13,133,5G,610.56,23
2024-04-27 00:02:14,134,5G,720.89,19
2024-04-27 00:02:15,135,5G,530.12,20
2024-04-27 00:02:16,136,5G,420.45,21
2024-04-27 00:02:17,137,5G,650.23,22
2024-04-27 00:02:18,138,5G,700.56,19
2024-04-27 00:02:19,139,5G,520.89,18
2024-04-27 00:02:20,140,5G,430.12,22
2024-04-27 00:02:21,141,5G,600.45,21
2024-04-27 00:02:22,142,5G,640.78,20
2024-04-27 00:02:23,143,5G,730.12,19
2024-04-27 00:02:24,144,5G,460.45,22
2024-04-27 00:02:25,145,5G,370.23,21
2024-04-27 00:02:26,146,5G,590.56,20
2024-04-27 00:02:27,147,5G,610.89,18
2024-04-27 00:02:28,148,5G,720.45,22
2024-04-27 00:02:29,149,5G,530.23,21
2024-04-27 00:02:30,150,5G,420.56,19
2024-04-27 00:02:31,151,5G,650.89,20
2024-04-27 00:02:32,152,5G,700.12,18
2024-04-27 00:02:33,153,5G,520.45,22
2024-04-27 00:02:34,154,5G,430.23,21
2024-04-27 00:02:35,155,5G,600.56,20
2024-04-27 00:02:36,156,5G,640.89,19
2024-04-27 00:02:37,157,5G,730.12,22
2024-04-27 00:02:38,158,5G,460.78,20
2024-04-27 00:02:39,159,5G,370.45,18
2024-04-27 00:02:40,160,5G,590.23,21
2024-04-27 00:02:41,161,5G,610.56,23
2024-04-27 00:02:42,162,5G,720.89,19
2024-04-27 00:02:43,163,5G,530.12,20
2024-04-27 00:02:44,164,5G,420.45,21
2024-04-27 00:02:45,165,5G,650.23,22
2024-04-27 00:02:46,166,5G,700.56,19
2024-04-27 00:02:47,167,5G,520.89,18
2024-04-27 00:02:48,168,5G,430.12,22
2024-04-27 00:02:49,169,5G,600.45,21
2024-04-27 00:02:50,170,5G,640.78,20
2024-04-27 00:02:51,171,5G,730.12,19
2024-04-27 00:02:52,172,5G,460.45,22
2024-04-27 00:02:53,173,5G,370.23,21
2024-04-27 00:02:54,174,5G,590.56,20
2024-04-27 00:02:55,175,5G,610.89,18
2024-04-27 00:02:56,176,5G,720.45,22
2024-04-27 00:02:57,177,5G,530.23,21
2024-04-27 00:02:58,178,5G,420.56,19
2024-04-27 00:02:59,179,5G,650.89,20
2024-04-27 00:03:00,180,5G,700.12,18
2024-04-27 00:03:01,181,5G,520.45,22
2024-04-27 00:03:02,182,5G,430.23,21
2024-04-27 00:03:03,183,5G,600.56,20
2024-04-27 00:03:04,184,5G,640.89,19
2024-04-27 00:03:05,185,5G,730.12,22
2024-04-27 00:03:06,186,5G,460.78,20
2024-04-27 00:03:07,187,5G,370.45,18
2024-04-27 00:03:08,188,5G,590.23,21
2024-04-27 00:03:09,189,5G,610.56,23
2024-04-27 00:03:10,190,5G,720.89,19
2024-04-27 00:03:11,191,5G,530.12,20
2024-04-27 00:03:12,192,5G,420.45,21
2024-04-27 00:03:13,193,5G,650.23,22
2024-04-27 00:03:14,194,5G,700.56,19
2024-04-27 00:03:15,195,5G,520.89,18
2024-04-27 00:03:16,196,5G,430.12,22
2024-04-27 00:03:17,197,5G,600.45,21
2024-04-27 00:03:18,198,5G,640.78,20
2024-04-27 00:03:19,199,5G,730.12,19
2024-04-27 00:03:20,200,5G,460.45,22
2024-04-27 00:03:21,201,5G,370.23,21
2024-04-27 00:03:22,202,5G,590.56,20
2024-04-27 00:03:23,203,5G,610.89,18
2024-04-27 00:03:24,204,5G,720.45,22
2024-04-27 00:03:25,205,5G,530.23,21
