timestamp,user_id,network_type,throughput_mbps,latency_ms
2024-06-01 00:00:01,1,5G,456.23,18
2024-06-01 00:00:02,2,5G,732.14,12
2024-06-01 00:00:03,3,5G,125.67,34
2024-06-01 00:00:04,4,5G,987.45,7
2024-06-01 00:00:05,5,5G,345.29,45
2024-06-01 00:00:06,6,5G,512.88,29
2024-06-01 00:00:07,7,5G,678.34,15
2024-06-01 00:00:08,8,5G,420.50,19
2024-06-01 00:00:09,9,5G,230.11,42
2024-06-01 00:00:10,10,5G,890.72,11
2024-06-01 00:00:11,11,5G,675.22,8
2024-06-01 00:00:12,12,5G,300.54,55
2024-06-01 00:00:13,13,5G,150.13,38
2024-06-01 00:00:14,14,5G,480.21,22
2024-06-01 00:00:15,15,5G,520.77,30
2024-06-01 00:00:16,16,5G,805.66,10
2024-06-01 00:00:17,17,5G,225.49,60
2024-06-01 00:00:18,18,5G,400.88,25
2024-06-01 00:00:19,19,5G,980.34,9
2024-06-01 00:00:20,20,5G,345.70,35
2024-06-01 00:00:21,21,5G,600.22,18
2024-06-01 00:00:22,22,5G,710.44,14
2024-06-01 00:00:23,23,5G,820.55,13
2024-06-01 00:00:24,24,5G,455.12,20
2024-06-01 00:00:25,25,5G,335.88,40
2024-06-01 00:00:26,26,5G,290.67,50
2024-06-01 00:00:27,27,5G,780.11,10
2024-06-01 00:00:28,28,5G,675.22,12
2024-06-01 00:00:29,29,5G,590.34,28
2024-06-01 00:00:30,30,5G,800.65,9
2024-06-01 00:00:31,31,5G,300.44,33
2024-06-01 00:00:32,32,5G,450.22,22
2024-06-01 00:00:33,33,5G,340.12,37
2024-06-01 00:00:34,34,5G,920.44,8
2024-06-01 00:00:35,35,5G,500.55,21
2024-06-01 00:00:36,36,5G,280.70,48
2024-06-01 00:00:37,37,5G,610.90,16
2024-06-01 00:00:38,38,5G,700.33,14
2024-06-01 00:00:39,39,5G,830.44,11
2024-06-01 00:00:40,40,5G,475.99,24
2024-06-01 00:00:41,41,5G,255.33,41
2024-06-01 00:00:42,42,5G,390.20,30
2024-06-01 00:00:43,43,5G,850.77,10
2024-06-01 00:00:44,44,5G,620.44,15
2024-06-01 00:00:45,45,5G,720.99,13
2024-06-01 00:00:46,46,5G,460.11,23
2024-06-01 00:00:47,47,5G,315.67,38
2024-06-01 00:00:48,48,5G,280.55,45
2024-06-01 00:00:49,49,5G,795.11,12
2024-06-01 00:00:50,50,5G,675.33,14
2024-06-01 00:00:51,51,5G,595.44,27
2024-06-01 00:00:52,52,5G,815.88,9
2024-06-01 00:00:53,53,5G,310.11,32
2024-06-01 00:00:54,54,5G,455.33,21
2024-06-01 00:00:55,55,5G,345.88,36
2024-06-01 00:00:56,56,5G,930.22,8
2024-06-01 00:00:57,57,5G,510.11,20
2024-06-01 00:00:58,58,5G,275.44,47
2024-06-01 00:00:59,59,5G,615.66,15
2024-06-01 00:01:00,60,5G,705.99,13
2024-06-01 00:01:01,61,5G,840.22,11
2024-06-01 00:01:02,62,5G,470.88,25
2024-06-01 00:01:03,63,5G,260.44,40
2024-06-01 00:01:04,64,5G,395.11,29
2024-06-01 00:01:05,65,5G,860.77,10
2024-06-01 00:01:06,66,5G,630.11,14
2024-06-01 00:01:07,67,5G,725.33,12
2024-06-01 00:01:08,68,5G,465.22,23
