timestamp,user_id,network_type,throughput_mbps,latency_ms
2024-04-27T00:00:01Z,user_1,5G,324.52,18
2024-04-27T00:00:02Z,user_2,5G,856.47,7
2024-04-27T00:00:03Z,user_3,5G,142.31,15
2024-04-27T00:00:04Z,user_4,5G,670.25,24
2024-04-27T00:00:05Z,user_5,5G,210.87,32
2024-04-27T00:00:06Z,user_6,5G,946.12,12
2024-04-27T00:00:07Z,user_7,5G,89.45,45
2024-04-27T00:00:08Z,user_8,5G,532.78,10
2024-04-27T00:00:09Z,user_9,5G,113.67,28
2024-04-27T00:00:10Z,user_10,5G,478.39,19
2024-04-27T00:00:11Z,user_11,5G,305.22,14
2024-04-27T00:00:12Z,user_12,5G,759.03,9
2024-04-27T00:00:13Z,user_13,5G,198.66,35
2024-04-27T00:00:14Z,user_14,5G,621.50,21
2024-04-27T00:00:15Z,user_15,5G,431.84,16
2024-04-27T00:00:16Z,user_16,5G,145.33,27
2024-04-27T00:00:17Z,user_17,5G,890.71,8
2024-04-27T00:00:18Z,user_18,5G,212.56,30
2024-04-27T00:00:19Z,user_19,5G,377.98,22
2024-04-27T00:00:20Z,user_20,5G,654.11,13
2024-04-27T00:00:21Z,user_21,5G,102.44,40
2024-04-27T00:00:22Z,user_22,5G,839.39,11
2024-04-27T00:00:23Z,user_23,5G,258.97,25
2024-04-27T00:00:24Z,user_24,5G,487.66,17
2024-04-27T00:00:25Z,user_25,5G,698.22,14
2024-04-27T00:00:26Z,user_26,5G,159.09,29
2024-04-27T00:00:27Z,user_27,5G,927.43,7
2024-04-27T00:00:28Z,user_28,5G,348.15,20
2024-04-27T00:00:29Z,user_29,5G,561.31,15
2024-04-27T00:00:30Z,user_30,5G,193.84,26
2024-04-27T00:00:31Z,user_31,5G,702.77,13
2024-04-27T00:00:32Z,user_32,5G,414.22,18
2024-04-27T00:00:33Z,user_33,5G,130.96,33
2024-04-27T00:00:34Z,user_34,5G,875.64,9
2024-04-27T00:00:35Z,user_35,5G,287.55,24
2024-04-27T00:00:36Z,user_36,5G,536.88,16
2024-04-27T00:00:37Z,user_37,5G,645.11,14
2024-04-27T00:00:38Z,user_38,5G,198.73,28
2024-04-27T00:00:39Z,user_39,5G,912.45,10
2024-04-27T00:00:40Z,user_40,5G,235.34,22
2024-04-27T00:00:41Z,user_41,5G,409.81,19
2024-04-27T00:00:42Z,user_42,5G,622.14,13
2024-04-27T00:00:43Z,user_43,5G,153.22,31
2024-04-27T00:00:44Z,user_44,5G,801.62,12
2024-04-27T00:00:45Z,user_45,5G,264.98,25
2024-04-27T00:00:46Z,user_46,5G,453.76,18
2024-04-27T00:00:47Z,user_47,5G,689.44,14
2024-04-27T00:00:48Z,user_48,5G,172.01,29
2024-04-27T00:00:49Z,user_49,5G,935.56,8
2024-04-27T00:00:50Z,user_50,5G,321.67,20
2024-04-27T00:00:51Z,user_51,5G,527.38,16
