timestamp,user_id,network_type,throughput_mbps,latency_ms
2024-04-27T00:00:01Z,user_1,5G,532.4,15
2024-04-27T00:00:02Z,user_2,5G,740.7,12
2024-04-27T00:00:03Z,user_3,5G,123.5,35
2024-04-27T00:00:04Z,user_4,5G,890.1,10
2024-04-27T00:00:05Z,user_5,5G,456.3,25
2024-04-27T00:00:06Z,user_6,5G,678.9,20
2024-04-27T00:00:07Z,user_7,5G,345.5,18
2024-04-27T00:00:08Z,user_8,5G,299.2,22
2024-04-27T00:00:09Z,user_9,5G,812.4,16
2024-04-27T00:00:10Z,user_10,5G,415.7,30
2024-04-27T00:00:11Z,user_11,5G,723.9,14
2024-04-27T00:00:12Z,user_12,5G,198.4,45
2024-04-27T00:00:13Z,user_13,5G,600.0,19
2024-04-27T00:00:14Z,user_14,5G,350.7,23
2024-04-27T00:00:15Z,user_15,5G,980.5,7
2024-04-27T00:00:16Z,user_16,5G,275.3,40
2024-04-27T00:00:17Z,user_17,5G,710.9,13
2024-04-27T00:00:18Z,user_18,5G,420.4,27
2024-04-27T00:00:19Z,user_19,5G,530.8,15
2024-04-27T00:00:20Z,user_20,5G,615.6,18
2024-04-27T00:00:21Z,user_21,5G,480.2,20
2024-04-27T00:00:22Z,user_22,5G,335.9,25
2024-04-27T00:00:23Z,user_23,5G,762.1,11
2024-04-27T00:00:24Z,user_24,5G,255.7,38
2024-04-27T00:00:25Z,user_25,5G,900.0,9
2024-04-27T00:00:26Z,user_26,5G,670.4,17
2024-04-27T00:00:27Z,user_27,5G,330.3,24
2024-04-27T00:00:28Z,user_28,5G,490.5,22
2024-04-27T00:00:29Z,user_29,5G,570.1,19
2024-04-27T00:00:30Z,user_30,5G,625.8,14
2024-04-27T00:00:31Z,user_31,5G,365.2,28
2024-04-27T00:00:32Z,user_32,5G,799.3,12
2024-04-27T00:00:33Z,user_33,5G,290.6,33
2024-04-27T00:00:34Z,user_34,5G,510.0,20
2024-04-27T00:00:35Z,user_35,5G,635.1,16
2024-04-27T00:00:36Z,user_36,5G,495.6,21
2024-04-27T00:00:37Z,user_37,5G,770.9,10
2024-04-27T00:00:38Z,user_38,5G,335.8,26
2024-04-27T00:00:39Z,user_39,5G,400.5,30
2024-04-27T00:00:40Z,user_40,5G,670.2,18
2024-04-27T00:00:41Z,user_41,5G,580.1,15
2024-04-27T00:00:42Z,user_42,5G,290.4,35
2024-04-27T00:00:43Z,user_43,5G,710.7,11
2024-04-27T00:00:44Z,user_44,5G,490.2,22
2024-04-27T00:00:45Z,user_45,5G,675.4,17
2024-04-27T00:00:46Z,user_46,5G,350.6,29
2024-04-27T00:00:47Z,user_47,5G,580.3,16
2024-04-27T00:00:48Z,user_48,5G,740.2,13
2024-04-27T00:00:49Z,user_49,5G,310.5,34
2024-04-27T00:00:50Z,user_50,5G,510.9,20
2024-04-27T00:00:51Z,user_51,5G,675.0,15
2024-04-27T00:00:52Z,user_52,5G,320.3,28
2024-04-27T00:00:53Z,user_53,5G,590.8,19
2024-04-27T00:00:54Z,user_54,5G,730.5,12
2024-04-27T00:00:55Z,user_55,5G,290.0,31
2024-04-27T00:00:56Z,user_56,5G,490.7,22
2024-04-27T00:00:57Z,user_57,5G,670.1,18
2024-04-27T00:00:58Z,user_58,5G,330.4,27
2024-04-27T00:00:59Z,user_59,5G,585.2,16
2024-04-27T00:01:00Z,user_60,5G,750.7,11
2024-04-27T00:01:01Z,user_61,5G,300.5,33
2024-04-27T00:01:02Z,user_62,5G,510.4,21
2024-04-27T00:01:03Z,user_63,5G,675.2,17
2024-04-27T00:01:04Z,user_64,5G,320.7,29
2024-04-27T00:01:05Z,user_65,5G,595.3,16
2024-04-27T00:01:06Z,user_66,5G,730.0,12
2024-04-27T00:01:07Z,user_67,5G,290.2,32
2024-04-27T00:01:08Z,user_68,5G,490.9,21
2024-04-27T00:01:09Z,user_69,5G,670.3,18
2024-04-27T00:01:10Z,user_70,5G,330.8,27
2024-04-27T00:01:11Z,user_71,5G,580.0,15
2024-04-27T00:01:12Z,user_72,5G,745.1,10
2024-04-27T00:01:13Z,user_73,5G,300.8,34
2024-04-27T00:01:14Z,user_74,5G,515.0,19
2024-04-27T00:01:15Z,user_75,5G,680.5,16
2024-04-27T00:01:16Z,user_76,5G,315.7,30
2024-04-27T00:01:17Z,user_77,5G,600.0,14
2024-04-27T00:01:18Z,user_78,5G,720.6,11
2024-04-27T00:01:19Z,user_79,5G,295.3,31
2024-04-27T00:01:20Z,user_80,5G,485.2,22
2024-04-27T00:01:21Z,user_81,5G,685.0,17
2024-04-27T00:01:22Z,user_82,5G,335.0,28
2024-04-27T00:01:23Z,user_83,5G,590.5,15
2024-04-27T00:01:24Z,user_84,5G,735.2,13
2024-04-27T00:01:25Z,user_85,5G,305.1,33
2024-04-27T00:01:26Z,user_86,5G,495.0,21
2024-04-27T00:01:27Z,user_87,5G,675.8,18
2024-04-27T00:01:28Z,user_88,5G,325.3,27
2024-04-27T00:01:29Z,user_89,5G,585.0,16
2024-04-27T00:01:30Z,user_90,5G,750.2,11
2024-04-27T00:01:31Z,user_91,5G,310.7,34
2024-04-27T00:01:32Z,user_92,5G,515.4,20
2024-04-27T00:01:33Z,user_93,5G,680.8,17
2024-04-27T00:01:34Z,user_94,5G,320.0,29
2024-04-27T00:01:35Z,user_95,5G,600.7,15
2024-04-27T00:01:36Z,user_96,5G,725.0,12
2024-04-27T00:01:37Z,user_97,5G,295.0,32
2024-04-27T00:01:38Z,user_98,5G,485.5,23
2024-04-27T00:01:39Z,user_99,5G,685.5,19
2024-04-27T00:01:40Z,user_100,5G,335.5,28
2024-04-27T00:01:41Z,user_101,5G,590.2,15
2024-04-27T00:01:42Z,user_102,5G,735.0,12
2024-04-27T00:01:43Z,user_103,5G,305.3,33
2024-04-27T00:01:44Z,user_104,5G,495.4,21
2024-04-27T00:01:45Z,user_105,5G,675.2,18
2024-04-27T00:01:46Z,user_106,5G,325.1,27
2024-04-27T00:01:47Z,user_107,5G,585.7,15
2024-04-27T00:01:48Z,user_108,5G,750.0,10
2024-04-27T00:01:49Z,user_109,5G,310.2,33
2024-04-27T00:01:50Z,user_110,5G,515.5,20
2024-04-27T00:01:51Z,user_111,5G,680.3,17
2024-04-27T00:01:52Z,user_112,5G,320.4,29
2024-04-27T00:01:53Z,user_113,5G,600.2,15
2024-04-27T00:01:54Z,user_114,5G,724.5,12
2024-04-27T00:01:55Z,user_115,5G,295.5,31
2024-04-27T00:01:56Z,user_116,5G,485.0,22
2024-04-27T00:01:57Z,user_117,5G,685.1,18
2024-04-27T00:01:58Z,user_118,5G,335.9,27
2024-04-27T00:01:59Z,user_119,5G,590.7,16
2024-04-27T00:02:00Z,user_120,5G,735.1,12
2024-04-27T00:02:01Z,user_121,5G,305.0,34
2024-04-27T00:02:02Z,user_122,5G,495.3,21
2024-04-27T00:02:03Z,user_123,5G,675.9,19
2024-04-27T00:02:04Z,user_124,5G,325.7,27
2024-04-27T00:02:05Z,user_125,5G,585.1,15
2024-04-27T00:02:06Z,user_126,5G,750.6,11
2024-04-27T00:02:07Z,user_127,5G,310.0,33
2024-04-27T00:02:08Z,user_128,5G,515.2,20
2024-04-27T00:02:09Z,user_129,5G,680.9,17
2024-04-27T00:02:10Z,user_130,5G,320.1,29
2024-04-27T00:02:11Z,user_131,5G,600.3,15
2024-04-27T00:02:12Z,user_132,5G,724.8,12
2024-04-27T00:02:13Z,user_133,5G,295.7,31
2024-04-27T00:02:14Z,user_134,5G,485.8,23
2024-04-27T00:02:15Z,user_135,5G,685.3,18
2024-04-27T00:02:16Z,user_136,5G,335.6,27
2024-04-27T00:02:17Z,user_137,5G,590.0,16
2024-04-27T00:02:18Z,user_138,5G,735.4,12
2024-04-27T00:02:19Z,user_139,5G,305.6,33
