timestamp,user_id,network_type,throughput_mbps,latency_ms
2024-06-01 00:00:01,1,5G,350.2,8.5
2024-06-01 00:00:02,2,5G,410.7,7.1
2024-06-01 00:00:03,3,5G,230.5,12.3
2024-06-01 00:00:04,4,5G,490.1,5.9
2024-06-01 00:00:05,5,5G,360.4,10.0
2024-06-01 00:00:06,6,5G,420.0,6.8
2024-06-01 00:00:07,7,5G,300.3,9.2
2024-06-01 00:00:08,8,5G,280.9,11.0
2024-06-01 00:00:09,9,5G,450.6,6.4
2024-06-01 00:00:10,10,5G,390.7,7.8
2024-06-01 00:00:11,11,5G,260.8,10.5
2024-06-01 00:00:12,12,5G,310.7,8.9
2024-06-01 00:00:13,13,5G,470.0,5.7
2024-06-01 00:00:14,14,5G,340.1,9.4
2024-06-01 00:00:15,15,5G,400.3,7.2
2024-06-01 00:00:16,16,5G,290.5,11.3
2024-06-01 00:00:17,17,5G,320.4,8.7
2024-06-01 00:00:18,18,5G,435.5,6.0
2024-06-01 00:00:19,19,5G,370.6,9.1
2024-06-01 00:00:20,20,5G,280.9,10.8
2024-06-01 00:00:21,21,5G,400.2,7.5
2024-06-01 00:00:22,22,5G,320.0,9.0
2024-06-01 00:00:23,23,5G,450.8,6.2
2024-06-01 00:00:24,24,5G,360.9,8.8
2024-06-01 00:00:25,25,5G,290.7,10.4
2024-06-01 00:00:26,26,5G,430.5,6.5
2024-06-01 00:00:27,27,5G,390.6,7.7
2024-06-01 00:00:28,28,5G,310.4,9.3
2024-06-01 00:00:29,29,5G,270.5,11.1
2024-06-01 00:00:30,30,5G,350.7,8.4
2024-06-01 00:00:31,31,5G,420.3,6.9
2024-06-01 00:00:32,32,5G,300.8,9.5
2024-06-01 00:00:33,33,5G,460.2,5.8
2024-06-01 00:00:34,34,5G,380.1,7.6
2024-06-01 00:00:35,35,5G,280.4,10.7
2024-06-01 00:00:36,36,5G,400.9,7.3
2024-06-01 00:00:37,37,5G,320.1,8.6
2024-06-01 00:00:38,38,5G,450.3,6.1
2024-06-01 00:00:39,39,5G,370.9,9.0
2024-06-01 00:00:40,40,5G,280.2,10.9
2024-06-01 00:00:41,41,5G,410.4,7.0
2024-06-01 00:00:42,42,5G,300.9,9.2
2024-06-01 00:00:43,43,5G,460.7,5.5
2024-06-01 00:00:44,44,5G,380.6,7.8
2024-06-01 00:00:45,45,5G,270.3,10.6
2024-06-01 00:00:46,46,5G,400.1,7.4
2024-06-01 00:00:47,47,5G,320.5,8.8
2024-06-01 00:00:48,48,5G,450.0,6.3
2024-06-01 00:00:49,49,5G,370.2,9.3
2024-06-01 00:00:50,50,5G,280.1,10.2
2024-06-01 00:00:51,51,5G,410.8,7.1
2024-06-01 00:00:52,52,5G,300.3,9.0
2024-06-01 00:00:53,53,5G,460.9,5.6
2024-06-01 00:00:54,54,5G,380.4,7.7
2024-06-01 00:00:55,55,5G,270.6,10.4
2024-06-01 00:00:56,56,5G,400.7,7.5
2024-06-01 00:00:57,57,5G,320.4,8.9
2024-06-01 00:00:58,58,5G,450.2,6.0
2024-06-01 00:00:59,59,5G,370.5,9.1
2024-06-01 00:01:00,60,5G,280.7,11.0
2024-06-01 00:01:01,61,5G,410.0,7.3
2024-06-01 00:01:02,62,5G,300.7,9.4
2024-06-01 00:01:03,63,5G,460.4,5.7
2024-06-01 00:01:04,64,5G,380.9,7.9
2024-06-01 00:01:05,65,5G,270.2,10.5
2024-06-01 00:01:06,66,5G,400.5,7.6
2024-06-01 00:01:07,67,5G,320.8,8.7
2024-06-01 00:01:08,68,5G,450.4,6.2
2024-06-01 00:01:09,69,5G,370.8,9.2
2024-06-01 00:01:10,70,5G,280.6,10.3
2024-06-01 00:01:11,71,5G,410.1,7.4
2024-06-01 00:01:12,72,5G,300.2,9.1
2024-06-01 00:01:13,73,5G,460.6,5.9
2024-06-01 00:01:14,74,5G,380.3,7.8
2024-06-01 00:01:15,75,5G,270.4,10.7
2024-06-01 00:01:16,76,5G,400.8,7.3
2024-06-01 00:01:17,77,5G,320.6,8.5
2024-06-01 00:01:18,78,5G,450.7,6.1
2024-06-01 00:01:19,79,5G,370.1,9.0
2024-06-01 00:01:20,80,5G,280.3,10.8
2024-06-01 00:01:21,81,5G,410.5,7.2
2024-06-01 00:01:22,82,5G,300.1,9.3
2024-06-01 00:01:23,83,5G,460.3,5.6
2024-06-01 00:01:24,84,5G,380.7,7.7
2024-06-01 00:01:25,85,5G,270.9,10.5
2024-06-01 00:01:26,86,5G,400.0,7.6
2024-06-01 00:01:27,87,5G,320.2,8.8
2024-06-01 00:01:28,88,5G,450.5,6.3
2024-06-01 00:01:29,89,5G,370.3,9.1
2024-06-01 00:01:30,90,5G,280.8,10.9
2024-06-01 00:01:31,91,5G,410.9,7.0
2024-06-01 00:01:32,92,5G,300.6,9.2
2024-06-01 00:01:33,93,5G,460.1,5.8
2024-06-01 00:01:34,94,5G,380.2,7.5
2024-06-01 00:01:35,95,5G,270.7,10.6
2024-06-01 00:01:36,96,5G,400.4,7.4
2024-06-01 00:01:37,97,5G,320.3,8.9
2024-06-01 00:01:38,98,5G,450.9,6.0
2024-06-01 00:01:39,99,5G,370.7,9.3
2024-06-01 00:01:40,100,5G,280.0,10.7
2024-06-01 00:01:41,1,5G,410.3,7.1
2024-06-01 00:01:42,2,5G,300.5,9.3
2024-06-01 00:01:43,3,5G,460.0,5.6
2024-06-01 00:01:44,4,5G,380.0,7.8
2024-06-01 00:01:45,5,5G,270.1,10.4
2024-06-01 00:01:46,6,5G,400.6,7.7
2024-06-01 00:01:47,7,5G,320.9,8.6
