timestamp,user_id,network_type,throughput_mbps,latency_ms
2024-04-26 00:00:01,1001,5G,128.5,12
2024-04-26 00:00:02,1002,5G,98.3,15
2024-04-26 00:00:03,1003,5G,215.6,8
2024-04-26 00:00:04,1004,5G,185.2,10
2024-04-26 00:00:05,1005,5G,140.7,9
2024-04-26 00:00:06,1006,5G,170.4,14
2024-04-26 00:00:07,1007,5G,200.1,11
2024-04-26 00:00:08,1008,5G,95.7,13
2024-04-26 00:00:09,1009,5G,160.3,7
2024-04-26 00:00:10,1010,5G,180.5,10
2024-04-26 00:00:11,1011,5G,125.9,14
2024-04-26 00:00:12,1012,5G,135.2,9
2024-04-26 00:00:13,1013,5G,210.8,8
2024-04-26 00:00:14,1014,5G,155.5,12
2024-04-26 00:00:15,1015,5G,175.4,10
2024-04-26 00:00:16,1016,5G,190.3,11
2024-04-26 00:00:17,1017,5G,145.1,13
2024-04-26 00:00:18,1018,5G,165.9,9
2024-04-26 00:00:19,1019,5G,120.7,14
2024-04-26 00:00:20,1020,5G,200.0,8
2024-04-26 00:00:21,1001,5G,130.5,12
2024-04-26 00:00:22,1002,5G,100.1,15
2024-04-26 00:00:23,1003,5G,220.3,9
2024-04-26 00:00:24,1004,5G,180.0,11
2024-04-26 00:00:25,1005,5G,145.0,10
2024-04-26 00:00:26,1006,5G,175.2,14
2024-04-26 00:00:27,1007,5G,205.7,11
2024-04-26 00:00:28,1008,5G,98.2,13
2024-04-26 00:00:29,1009,5G,165.3,7
2024-04-26 00:00:30,1010,5G,185.9,10
2024-04-26 00:00:31,1011,5G,130.8,14
2024-04-26 00:00:32,1012,5G,140.0,9
2024-04-26 00:00:33,1013,5G,215.0,8
2024-04-26 00:00:34,1014,5G,160.2,12
2024-04-26 00:00:35,1015,5G,180.5,10
2024-04-26 00:00:36,1016,5G,195.1,11
2024-04-26 00:00:37,1017,5G,150.0,13
2024-04-26 00:00:38,1018,5G,170.2,9
2024-04-26 00:00:39,1019,5G,125.3,14
2024-04-26 00:00:40,1020,5G,205.4,8
2024-04-26 00:00:41,1001,5G,135.2,12
2024-04-26 00:00:42,1002,5G,105.5,15
2024-04-26 00:00:43,1003,5G,225.8,9
2024-04-26 00:00:44,1004,5G,185.3,11
2024-04-26 00:00:45,1005,5G,150.9,10
2024-04-26 00:00:46,1006,5G,180.0,14
2024-04-26 00:00:47,1007,5G,210.4,11
2024-04-26 00:00:48,1008,5G,100.0,13
