timestamp,user_id,network_type,throughput_mbps,latency_ms
2024-04-27 00:00:01,1,5G,145.3,12.1
2024-04-27 00:00:02,2,5G,210.5,8.4
2024-04-27 00:00:03,3,5G,320.7,7.9
2024-04-27 00:00:04,4,5G,110.2,15.0
2024-04-27 00:00:05,5,5G,250.9,10.3
2024-04-27 00:00:06,6,5G,180.4,9.8
2024-04-27 00:00:07,7,5G,140.8,11.5
2024-04-27 00:00:08,8,5G,300.1,7.1
2024-04-27 00:00:09,9,5G,220.0,8.7
2024-04-27 00:00:10,10,5G,160.6,12.0
2024-04-27 00:00:11,11,5G,200.3,9.2
2024-04-27 00:00:12,12,5G,130.7,14.3
2024-04-27 00:00:13,13,5G,280.4,8.1
2024-04-27 00:00:14,14,5G,170.5,10.0
2024-04-27 00:00:15,15,5G,190.7,9.0
2024-04-27 00:00:16,16,5G,240.9,7.5
2024-04-27 00:00:17,17,5G,160.2,11.1
2024-04-27 00:00:18,18,5G,210.6,8.8
2024-04-27 00:00:19,19,5G,150.8,12.5
2024-04-27 00:00:20,20,5G,270.3,7.9
2024-04-27 00:00:21,21,5G,230.1,8.4
2024-04-27 00:00:22,22,5G,140.4,13.0
2024-04-27 00:00:23,23,5G,200.2,9.3
2024-04-27 00:00:24,24,5G,180.5,10.1
2024-04-27 00:00:25,25,5G,310.7,7.0
2024-04-27 00:00:26,26,5G,220.9,8.6
2024-04-27 00:00:27,27,5G,150.1,11.8
2024-04-27 00:00:28,28,5G,170.5,10.5
2024-04-27 00:00:29,29,5G,260.8,7.9
2024-04-27 00:00:30,30,5G,190.4,9.1
2024-04-27 00:00:31,31,5G,210.0,8.7
2024-04-27 00:00:32,32,5G,140.2,12.2
2024-04-27 00:00:33,33,5G,300.5,6.8
2024-04-27 00:00:34,34,5G,230.7,8.0
2024-04-27 00:00:35,35,5G,160.4,11.0
2024-04-27 00:00:36,36,5G,190.9,9.5
2024-04-27 00:00:37,37,5G,240.2,7.7
2024-04-27 00:00:38,38,5G,170.1,10.2
2024-04-27 00:00:39,39,5G,200.6,8.9
2024-04-27 00:00:40,40,5G,280.3,7.3
2024-04-27 00:00:41,41,5G,150.7,11.9
2024-04-27 00:00:42,42,5G,210.4,8.6
2024-04-27 00:00:43,43,5G,180.8,9.7
2024-04-27 00:00:44,44,5G,230.5,7.8
2024-04-27 00:00:45,45,5G,140.3,12.4
2024-04-27 00:00:46,46,5G,260.6,7.5
2024-04-27 00:00:47,47,5G,190.2,9.2
2024-04-27 00:00:48,48,5G,220.7,8.8
2024-04-27 00:00:49,49,5G,150.9,11.3
2024-04-27 00:00:50,50,5G,170.8,10.0
2024-04-27 00:00:51,1,5G,200.1,9.0
2024-04-27 00:00:52,2,5G,240.3,7.4
2024-04-27 00:00:53,3,5G,160.7,11.2
2024-04-27 00:00:54,4,5G,210.9,8.5
2024-04-27 00:00:55,5,5G,190.6,9.1
2024-04-27 00:00:56,6,5G,230.8,7.7
2024-04-27 00:00:57,7,5G,140.5,12.0
2024-04-27 00:00:58,8,5G,260.1,7.3
2024-04-27 00:00:59,9,5G,170.4,10.1
2024-04-27 00:01:00,10,5G,200.7,8.9
2024-04-27 00:01:01,11,5G,280.9,6.7
2024-04-27 00:01:02,12,5G,150.3,11.6
2024-04-27 00:01:03,13,5G,220.5,8.2
2024-04-27 00:01:04,14,5G,190.8,9.4
2024-04-27 00:01:05,15,5G,210.2,8.3
2024-04-27 00:01:06,16,5G,230.4,7.6
2024-04-27 00:01:07,17,5G,140.7,12.1
2024-04-27 00:01:08,18,5G,260.9,7.2
2024-04-27 00:01:09,19,5G,170.2,10.4
2024-04-27 00:01:10,20,5G,200.8,8.7
2024-04-27 00:01:11,21,5G,180.3,9.0
2024-04-27 00:01:12,22,5G,240.6,7.5
2024-04-27 00:01:13,23,5G,150.5,11.7
2024-04-27 00:01:14,24,5G,210.1,8.4
2024-04-27 00:01:15,25,5G,190.9,9.3
2024-04-27 00:01:16,26,5G,230.7,7.8
2024-04-27 00:01:17,27,5G,140.9,12.3
2024-04-27 00:01:18,28,5G,260.4,7.1
2024-04-27 00:01:19,29,5G,170.5,10.0
2024-04-27 00:01:20,30,5G,200.3,8.8
2024-04-27 00:01:21,31,5G,220.1,8.6
2024-04-27 00:01:22,32,5G,150.2,11.5
2024-04-27 00:01:23,33,5G,280.6,6.9
2024-04-27 00:01:24,34,5G,190.3,9.1
2024-04-27 00:01:25,35,5G,210.8,8.3
2024-04-27 00:01:26,36,5G,230.2,7.7
2024-04-27 00:01:27,37,5G,140.6,12.2
2024-04-27 00:01:28,38,5G,260.7,7.4
2024-04-27 00:01:29,39,5G,170.3,10.2
2024-04-27 00:01:30,40,5G,200.4,8.9
2024-04-27 00:01:31,41,5G,180.7,9.1
2024-04-27 00:01:32,42,5G,240.8,7.3
2024-04-27 00:01:33,43,5G,150.4,11.6
2024-04-27 00:01:34,44,5G,210.3,8.5
2024-04-27 00:01:35,45,5G,190.1,9.4
2024-04-27 00:01:36,46,5G,230.6,7.6
2024-04-27 00:01:37,47,5G,140.8,12.0
2024-04-27 00:01:38,48,5G,260.2,7.2
2024-04-27 00:01:39,49,5G,170.0,10.5
2024-04-27 00:01:40,50,5G,200.5,8.7
